プロット タイトル: site17_spot131_2024,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 21155732, SEN S/N: 21155732)",カプラー取り外し (LGR S/N: 21155732),カプラー取り付け (LGR S/N: 21155732),ホスト接続 (LGR S/N: 21155732),ファイルの終わり (LGR S/N: 21155732)
548,11/17/23 03:00:00 午前,26.94,,,,
549,11/17/23 04:00:00 午前,26.989,,,,
550,11/17/23 05:00:00 午前,27.087,,,,
551,11/17/23 06:00:00 午前,26.989,,,,
552,11/17/23 07:00:00 午前,26.891,,,,
553,11/17/23 08:00:00 午前,26.793,,,,
554,11/17/23 09:00:00 午前,26.818,,,,
555,11/17/23 10:00:00 午前,26.695,,,,
556,11/17/23 11:00:00 午前,26.695,,,,
557,11/17/23 12:00:00 午後,26.744,,,,
558,11/17/23 01:00:00 午後,26.72,,,,
559,11/17/23 02:00:00 午後,26.695,,,,
560,11/17/23 03:00:00 午後,26.622,,,,
561,11/17/23 04:00:00 午後,26.867,,,,
562,11/17/23 05:00:00 午後,26.744,,,,
563,11/17/23 06:00:00 午後,26.646,,,,
564,11/17/23 07:00:00 午後,26.5,,,,
565,11/17/23 08:00:00 午後,26.5,,,,
566,11/17/23 09:00:00 午後,26.378,,,,
567,11/17/23 10:00:00 午後,26.451,,,,
568,11/17/23 11:00:00 午後,26.426,,,,
569,11/18/23 12:00:00 午前,26.549,,,,
570,11/18/23 01:00:00 午前,26.549,,,,
571,11/18/23 02:00:00 午前,26.549,,,,
572,11/18/23 03:00:00 午前,26.573,,,,
573,11/18/23 04:00:00 午前,26.646,,,,
574,11/18/23 05:00:00 午前,26.646,,,,
575,11/18/23 06:00:00 午前,26.646,,,,
576,11/18/23 07:00:00 午前,26.671,,,,
577,11/18/23 08:00:00 午前,26.695,,,,
578,11/18/23 09:00:00 午前,26.695,,,,
579,11/18/23 10:00:00 午前,26.695,,,,
580,11/18/23 11:00:00 午前,26.769,,,,
581,11/18/23 12:00:00 午後,26.793,,,,
582,11/18/23 01:00:00 午後,26.793,,,,
583,11/18/23 02:00:00 午後,26.793,,,,
584,11/18/23 03:00:00 午後,26.793,,,,
585,11/18/23 04:00:00 午後,26.793,,,,
586,11/18/23 05:00:00 午後,26.818,,,,
587,11/18/23 06:00:00 午後,26.842,,,,
588,11/18/23 07:00:00 午後,26.842,,,,
589,11/18/23 08:00:00 午後,26.842,,,,
590,11/18/23 09:00:00 午後,26.769,,,,
591,11/18/23 10:00:00 午後,26.769,,,,
592,11/18/23 11:00:00 午後,26.744,,,,
593,11/19/23 12:00:00 午前,26.72,,,,
594,11/19/23 01:00:00 午前,26.744,,,,
595,11/19/23 02:00:00 午前,26.72,,,,
596,11/19/23 03:00:00 午前,26.573,,,,
597,11/19/23 04:00:00 午前,26.622,,,,
598,11/19/23 05:00:00 午前,26.72,,,,
599,11/19/23 06:00:00 午前,26.744,,,,
600,11/19/23 07:00:00 午前,26.72,,,,
601,11/19/23 08:00:00 午前,26.646,,,,
602,11/19/23 09:00:00 午前,26.695,,,,
603,11/19/23 10:00:00 午前,26.72,,,,
604,11/19/23 11:00:00 午前,26.818,,,,
605,11/19/23 12:00:00 午後,26.891,,,,
606,11/19/23 01:00:00 午後,26.94,,,,
607,11/19/23 02:00:00 午後,26.916,,,,
608,11/19/23 03:00:00 午後,26.891,,,,
609,11/19/23 04:00:00 午後,26.891,,,,
610,11/19/23 05:00:00 午後,26.891,,,,
611,11/19/23 06:00:00 午後,26.891,,,,
612,11/19/23 07:00:00 午後,26.891,,,,
613,11/19/23 08:00:00 午後,26.916,,,,
614,11/19/23 09:00:00 午後,26.891,,,,
615,11/19/23 10:00:00 午後,26.867,,,,
616,11/19/23 11:00:00 午後,26.769,,,,
617,11/20/23 12:00:00 午前,26.842,,,,
618,11/20/23 01:00:00 午前,26.842,,,,
619,11/20/23 02:00:00 午前,26.818,,,,
620,11/20/23 03:00:00 午前,26.744,,,,
621,11/20/23 04:00:00 午前,26.793,,,,
622,11/20/23 05:00:00 午前,26.793,,,,
623,11/20/23 06:00:00 午前,26.793,,,,
624,11/20/23 07:00:00 午前,26.793,,,,
625,11/20/23 08:00:00 午前,26.842,,,,
626,11/20/23 09:00:00 午前,26.891,,,,
627,11/20/23 10:00:00 午前,26.94,,,,
628,11/20/23 11:00:00 午前,26.94,,,,
629,11/20/23 12:00:00 午後,27.014,,,,
630,11/20/23 01:00:00 午後,26.989,,,,
631,11/20/23 02:00:00 午後,27.014,,,,
632,11/20/23 03:00:00 午後,26.989,,,,
633,11/20/23 04:00:00 午後,26.916,,,,
634,11/20/23 05:00:00 午後,26.867,,,,
635,11/20/23 06:00:00 午後,26.793,,,,
636,11/20/23 07:00:00 午後,26.646,,,,
637,11/20/23 08:00:00 午後,26.646,,,,
638,11/20/23 09:00:00 午後,26.671,,,,
639,11/20/23 10:00:00 午後,26.573,,,,
640,11/20/23 11:00:00 午後,26.256,,,,
641,11/21/23 12:00:00 午前,26.109,,,,
642,11/21/23 01:00:00 午前,26.231,,,,
643,11/21/23 02:00:00 午前,26.378,,,,
644,11/21/23 03:00:00 午前,26.353,,,,
645,11/21/23 04:00:00 午前,26.451,,,,
646,11/21/23 05:00:00 午前,26.378,,,,
647,11/21/23 06:00:00 午前,26.598,,,,
648,11/21/23 07:00:00 午前,26.72,,,,
649,11/21/23 08:00:00 午前,26.769,,,,
650,11/21/23 09:00:00 午前,26.94,,,,
651,11/21/23 10:00:00 午前,26.891,,,,
652,11/21/23 11:00:00 午前,26.965,,,,
653,11/21/23 12:00:00 午後,27.063,,,,
654,11/21/23 01:00:00 午後,27.112,,,,
655,11/21/23 02:00:00 午後,27.112,,,,
656,11/21/23 03:00:00 午後,27.112,,,,
657,11/21/23 04:00:00 午後,27.112,,,,
658,11/21/23 05:00:00 午後,27.063,,,,
659,11/21/23 06:00:00 午後,27.087,,,,
660,11/21/23 07:00:00 午後,27.087,,,,
661,11/21/23 08:00:00 午後,27.087,,,,
662,11/21/23 09:00:00 午後,27.112,,,,
663,11/21/23 10:00:00 午後,27.136,,,,
664,11/21/23 11:00:00 午後,27.087,,,,
665,11/22/23 12:00:00 午前,26.5,,,,
666,11/22/23 01:00:00 午前,26.256,,,,
667,11/22/23 02:00:00 午前,26.451,,,,
668,11/22/23 03:00:00 午前,26.622,,,,
669,11/22/23 04:00:00 午前,26.744,,,,
670,11/22/23 05:00:00 午前,26.744,,,,
671,11/22/23 06:00:00 午前,26.891,,,,
672,11/22/23 07:00:00 午前,26.842,,,,
673,11/22/23 08:00:00 午前,26.842,,,,
674,11/22/23 09:00:00 午前,26.867,,,,
675,11/22/23 10:00:00 午前,26.94,,,,
676,11/22/23 11:00:00 午前,27.038,,,,
677,11/22/23 12:00:00 午後,27.161,,,,
678,11/22/23 01:00:00 午後,27.186,,,,
679,11/22/23 02:00:00 午後,27.136,,,,
680,11/22/23 03:00:00 午後,27.063,,,,
681,11/22/23 04:00:00 午後,27.014,,,,
682,11/22/23 05:00:00 午後,27.014,,,,
683,11/22/23 06:00:00 午後,27.014,,,,
684,11/22/23 07:00:00 午後,27.014,,,,
685,11/22/23 08:00:00 午後,27.063,,,,
686,11/22/23 09:00:00 午後,27.014,,,,
687,11/22/23 10:00:00 午後,27.038,,,,
688,11/22/23 11:00:00 午後,27.014,,,,
689,11/23/23 12:00:00 午前,26.989,,,,
690,11/23/23 01:00:00 午前,26.818,,,,
691,11/23/23 02:00:00 午前,26.353,,,,
692,11/23/23 03:00:00 午前,26.378,,,,
693,11/23/23 04:00:00 午前,26.94,,,,
694,11/23/23 05:00:00 午前,26.965,,,,
695,11/23/23 06:00:00 午前,26.965,,,,
696,11/23/23 07:00:00 午前,26.965,,,,
697,11/23/23 08:00:00 午前,26.965,,,,
698,11/23/23 09:00:00 午前,26.989,,,,
699,11/23/23 10:00:00 午前,27.063,,,,
700,11/23/23 11:00:00 午前,27.112,,,,
701,11/23/23 12:00:00 午後,27.186,,,,
702,11/23/23 01:00:00 午後,27.21,,,,
703,11/23/23 02:00:00 午後,27.259,,,,
704,11/23/23 03:00:00 午後,27.407,,,,
705,11/23/23 04:00:00 午後,27.259,,,,
706,11/23/23 05:00:00 午後,27.112,,,,
707,11/23/23 06:00:00 午後,27.087,,,,
708,11/23/23 07:00:00 午後,27.063,,,,
709,11/23/23 08:00:00 午後,27.038,,,,
710,11/23/23 09:00:00 午後,27.014,,,,
711,11/23/23 10:00:00 午後,26.989,,,,
712,11/23/23 11:00:00 午後,26.965,,,,
713,11/24/23 12:00:00 午前,26.965,,,,
714,11/24/23 01:00:00 午前,26.916,,,,
715,11/24/23 02:00:00 午前,26.891,,,,
716,11/24/23 03:00:00 午前,26.744,,,,
717,11/24/23 04:00:00 午前,26.72,,,,
718,11/24/23 05:00:00 午前,26.793,,,,
719,11/24/23 06:00:00 午前,26.842,,,,
720,11/24/23 07:00:00 午前,26.818,,,,
721,11/24/23 08:00:00 午前,26.842,,,,
722,11/24/23 09:00:00 午前,26.818,,,,
723,11/24/23 10:00:00 午前,26.793,,,,
724,11/24/23 11:00:00 午前,26.769,,,,
725,11/24/23 12:00:00 午後,26.769,,,,
726,11/24/23 01:00:00 午後,26.744,,,,
727,11/24/23 02:00:00 午後,26.744,,,,
728,11/24/23 03:00:00 午後,26.72,,,,
729,11/24/23 04:00:00 午後,26.671,,,,
730,11/24/23 05:00:00 午後,26.598,,,,
731,11/24/23 06:00:00 午後,26.622,,,,
732,11/24/23 07:00:00 午後,26.598,,,,
733,11/24/23 08:00:00 午後,26.622,,,,
734,11/24/23 09:00:00 午後,26.622,,,,
735,11/24/23 10:00:00 午後,26.573,,,,
736,11/24/23 11:00:00 午後,26.622,,,,
737,11/25/23 12:00:00 午前,26.622,,,,
738,11/25/23 01:00:00 午前,26.598,,,,
739,11/25/23 02:00:00 午前,26.622,,,,
740,11/25/23 03:00:00 午前,26.598,,,,
741,11/25/23 04:00:00 午前,26.549,,,,
742,11/25/23 05:00:00 午前,26.524,,,,
743,11/25/23 06:00:00 午前,26.549,,,,
744,11/25/23 07:00:00 午前,26.671,,,,
745,11/25/23 08:00:00 午前,26.72,,,,
746,11/25/23 09:00:00 午前,26.695,,,,
747,11/25/23 10:00:00 午前,26.72,,,,
748,11/25/23 11:00:00 午前,26.72,,,,
749,11/25/23 12:00:00 午後,26.695,,,,
750,11/25/23 01:00:00 午後,26.72,,,,
751,11/25/23 02:00:00 午後,26.646,,,,
752,11/25/23 03:00:00 午後,26.622,,,,
753,11/25/23 04:00:00 午後,26.646,,,,
754,11/25/23 05:00:00 午後,26.671,,,,
755,11/25/23 06:00:00 午後,26.5,,,,
756,11/25/23 07:00:00 午後,26.646,,,,
757,11/25/23 08:00:00 午後,26.646,,,,
758,11/25/23 09:00:00 午後,26.671,,,,
759,11/25/23 10:00:00 午後,26.646,,,,
760,11/25/23 11:00:00 午後,26.72,,,,
761,11/26/23 12:00:00 午前,26.769,,,,
762,11/26/23 01:00:00 午前,26.793,,,,
763,11/26/23 02:00:00 午前,26.793,,,,
764,11/26/23 03:00:00 午前,26.793,,,,
765,11/26/23 04:00:00 午前,26.793,,,,
766,11/26/23 05:00:00 午前,26.744,,,,
767,11/26/23 06:00:00 午前,26.744,,,,
768,11/26/23 07:00:00 午前,26.744,,,,
769,11/26/23 08:00:00 午前,26.744,,,,
770,11/26/23 09:00:00 午前,26.769,,,,
771,11/26/23 10:00:00 午前,26.769,,,,
772,11/26/23 11:00:00 午前,26.744,,,,
773,11/26/23 12:00:00 午後,26.744,,,,
774,11/26/23 01:00:00 午後,26.744,,,,
775,11/26/23 02:00:00 午後,26.769,,,,
776,11/26/23 03:00:00 午後,26.793,,,,
777,11/26/23 04:00:00 午後,26.769,,,,
778,11/26/23 05:00:00 午後,26.744,,,,
779,11/26/23 06:00:00 午後,26.72,,,,
780,11/26/23 07:00:00 午後,26.646,,,,
781,11/26/23 08:00:00 午後,26.671,,,,
782,11/26/23 09:00:00 午後,26.695,,,,
783,11/26/23 10:00:00 午後,26.671,,,,
784,11/26/23 11:00:00 午後,26.695,,,,
785,11/27/23 12:00:00 午前,26.671,,,,
786,11/27/23 01:00:00 午前,26.646,,,,
787,11/27/23 02:00:00 午前,26.646,,,,
788,11/27/23 03:00:00 午前,26.598,,,,
789,11/27/23 04:00:00 午前,26.622,,,,
790,11/27/23 05:00:00 午前,26.598,,,,
791,11/27/23 06:00:00 午前,26.573,,,,
792,11/27/23 07:00:00 午前,26.622,,,,
793,11/27/23 08:00:00 午前,26.646,,,,
794,11/27/23 09:00:00 午前,26.695,,,,
795,11/27/23 10:00:00 午前,26.671,,,,
796,11/27/23 11:00:00 午前,26.744,,,,
797,11/27/23 12:00:00 午後,26.793,,,,
798,11/27/23 01:00:00 午後,26.793,,,,
799,11/27/23 02:00:00 午後,26.793,,,,
800,11/27/23 03:00:00 午後,26.842,,,,
801,11/27/23 04:00:00 午後,26.842,,,,
802,11/27/23 05:00:00 午後,26.793,,,,
803,11/27/23 06:00:00 午後,26.744,,,,
804,11/27/23 07:00:00 午後,26.695,,,,
805,11/27/23 08:00:00 午後,26.72,,,,
806,11/27/23 09:00:00 午後,26.695,,,,
807,11/27/23 10:00:00 午後,26.695,,,,
808,11/27/23 11:00:00 午後,26.671,,,,
809,11/28/23 12:00:00 午前,26.646,,,,
810,11/28/23 01:00:00 午前,26.646,,,,
811,11/28/23 02:00:00 午前,26.646,,,,
812,11/28/23 03:00:00 午前,26.622,,,,
813,11/28/23 04:00:00 午前,26.549,,,,
814,11/28/23 05:00:00 午前,26.549,,,,
815,11/28/23 06:00:00 午前,26.475,,,,
816,11/28/23 07:00:00 午前,26.524,,,,
817,11/28/23 08:00:00 午前,26.549,,,,
818,11/28/23 09:00:00 午前,26.573,,,,
819,11/28/23 10:00:00 午前,26.549,,,,
820,11/28/23 11:00:00 午前,26.573,,,,
821,11/28/23 12:00:00 午後,26.573,,,,
822,11/28/23 01:00:00 午後,26.598,,,,
823,11/28/23 02:00:00 午後,26.573,,,,
824,11/28/23 03:00:00 午後,26.598,,,,
825,11/28/23 04:00:00 午後,26.573,,,,
826,11/28/23 05:00:00 午後,26.524,,,,
827,11/28/23 06:00:00 午後,26.475,,,,
828,11/28/23 07:00:00 午後,26.451,,,,
829,11/28/23 08:00:00 午後,26.475,,,,
830,11/28/23 09:00:00 午後,26.5,,,,
831,11/28/23 10:00:00 午後,26.5,,,,
832,11/28/23 11:00:00 午後,26.5,,,,
833,11/29/23 12:00:00 午前,26.5,,,,
834,11/29/23 01:00:00 午前,26.5,,,,
835,11/29/23 02:00:00 午前,26.426,,,,
836,11/29/23 03:00:00 午前,26.402,,,,
837,11/29/23 04:00:00 午前,26.378,,,,
838,11/29/23 05:00:00 午前,26.353,,,,
839,11/29/23 06:00:00 午前,26.304,,,,
840,11/29/23 07:00:00 午前,26.28,,,,
841,11/29/23 08:00:00 午前,26.353,,,,
842,11/29/23 09:00:00 午前,26.402,,,,
843,11/29/23 10:00:00 午前,26.475,,,,
844,11/29/23 11:00:00 午前,26.524,,,,
845,11/29/23 12:00:00 午後,26.524,,,,
846,11/29/23 01:00:00 午後,26.524,,,,
847,11/29/23 02:00:00 午後,26.524,,,,
848,11/29/23 03:00:00 午後,26.524,,,,
849,11/29/23 04:00:00 午後,26.451,,,,
850,11/29/23 05:00:00 午後,26.475,,,,
851,11/29/23 06:00:00 午後,26.451,,,,
852,11/29/23 07:00:00 午後,26.378,,,,
853,11/29/23 08:00:00 午後,26.353,,,,
854,11/29/23 09:00:00 午後,26.329,,,,
855,11/29/23 10:00:00 午後,26.378,,,,
856,11/29/23 11:00:00 午後,26.402,,,,
857,11/30/23 12:00:00 午前,26.402,,,,
858,11/30/23 01:00:00 午前,26.402,,,,
859,11/30/23 02:00:00 午前,26.402,,,,
860,11/30/23 03:00:00 午前,26.402,,,,
861,11/30/23 04:00:00 午前,26.378,,,,
862,11/30/23 05:00:00 午前,26.329,,,,
863,11/30/23 06:00:00 午前,26.329,,,,
864,11/30/23 07:00:00 午前,26.28,,,,
865,11/30/23 08:00:00 午前,26.353,,,,
866,11/30/23 09:00:00 午前,26.353,,,,
867,11/30/23 10:00:00 午前,26.28,,,,
868,11/30/23 11:00:00 午前,26.182,,,,
869,11/30/23 12:00:00 午後,26.182,,,,
870,11/30/23 01:00:00 午後,26.158,,,,
871,11/30/23 02:00:00 午後,26.158,,,,
872,11/30/23 03:00:00 午後,26.158,,,,
873,11/30/23 04:00:00 午後,26.085,,,,
874,11/30/23 05:00:00 午後,26.085,,,,
875,11/30/23 06:00:00 午後,26.085,,,,
876,11/30/23 07:00:00 午後,26.061,,,,
877,11/30/23 08:00:00 午後,26.036,,,,
878,11/30/23 09:00:00 午後,25.987,,,,
879,11/30/23 10:00:00 午後,25.963,,,,
880,11/30/23 11:00:00 午後,25.963,,,,
881,12/01/23 12:00:00 午前,25.89,,,,
882,12/01/23 01:00:00 午前,25.939,,,,
883,12/01/23 02:00:00 午前,25.939,,,,
884,12/01/23 03:00:00 午前,25.939,,,,
885,12/01/23 04:00:00 午前,25.987,,,,
886,12/01/23 05:00:00 午前,25.963,,,,
887,12/01/23 06:00:00 午前,25.914,,,,
888,12/01/23 07:00:00 午前,25.817,,,,
889,12/01/23 08:00:00 午前,25.914,,,,
890,12/01/23 09:00:00 午前,25.866,,,,
891,12/01/23 10:00:00 午前,25.89,,,,
892,12/01/23 11:00:00 午前,25.89,,,,
893,12/01/23 12:00:00 午後,25.939,,,,
894,12/01/23 01:00:00 午後,26.036,,,,
895,12/01/23 02:00:00 午後,26.012,,,,
896,12/01/23 03:00:00 午後,25.939,,,,
897,12/01/23 04:00:00 午後,25.914,,,,
898,12/01/23 05:00:00 午後,25.89,,,,
899,12/01/23 06:00:00 午後,25.89,,,,
900,12/01/23 07:00:00 午後,25.841,,,,
901,12/01/23 08:00:00 午後,25.89,,,,
902,12/01/23 09:00:00 午後,25.841,,,,
903,12/01/23 10:00:00 午後,25.841,,,,
904,12/01/23 11:00:00 午後,25.817,,,,
905,12/02/23 12:00:00 午前,25.841,,,,
906,12/02/23 01:00:00 午前,25.89,,,,
907,12/02/23 02:00:00 午前,25.866,,,,
908,12/02/23 03:00:00 午前,25.841,,,,
909,12/02/23 04:00:00 午前,25.817,,,,
910,12/02/23 05:00:00 午前,25.817,,,,
911,12/02/23 06:00:00 午前,25.793,,,,
912,12/02/23 07:00:00 午前,25.793,,,,
913,12/02/23 08:00:00 午前,25.744,,,,
914,12/02/23 09:00:00 午前,25.768,,,,
915,12/02/23 10:00:00 午前,25.768,,,,
916,12/02/23 11:00:00 午前,25.768,,,,
917,12/02/23 12:00:00 午後,25.768,,,,
918,12/02/23 01:00:00 午後,25.817,,,,
919,12/02/23 02:00:00 午後,25.89,,,,
920,12/02/23 03:00:00 午後,25.939,,,,
921,12/02/23 04:00:00 午後,25.939,,,,
922,12/02/23 05:00:00 午後,25.866,,,,
923,12/02/23 06:00:00 午後,25.89,,,,
924,12/02/23 07:00:00 午後,25.866,,,,
925,12/02/23 08:00:00 午後,25.598,,,,
926,12/02/23 09:00:00 午後,25.793,,,,
927,12/02/23 10:00:00 午後,25.768,,,,
928,12/02/23 11:00:00 午後,25.817,,,,
929,12/03/23 12:00:00 午前,25.768,,,,
930,12/03/23 01:00:00 午前,25.817,,,,
931,12/03/23 02:00:00 午前,25.841,,,,
932,12/03/23 03:00:00 午前,25.72,,,,
933,12/03/23 04:00:00 午前,25.793,,,,
934,12/03/23 05:00:00 午前,25.817,,,,
935,12/03/23 06:00:00 午前,25.817,,,,
936,12/03/23 07:00:00 午前,25.793,,,,
937,12/03/23 08:00:00 午前,25.793,,,,
938,12/03/23 09:00:00 午前,25.793,,,,
939,12/03/23 10:00:00 午前,25.793,,,,
940,12/03/23 11:00:00 午前,25.768,,,,
941,12/03/23 12:00:00 午後,25.744,,,,
942,12/03/23 01:00:00 午後,25.768,,,,
943,12/03/23 02:00:00 午後,25.768,,,,
944,12/03/23 03:00:00 午後,25.744,,,,
945,12/03/23 04:00:00 午後,25.72,,,,
946,12/03/23 05:00:00 午後,25.72,,,,
947,12/03/23 06:00:00 午後,25.744,,,,
948,12/03/23 07:00:00 午後,25.72,,,,
949,12/03/23 08:00:00 午後,25.695,,,,
950,12/03/23 09:00:00 午後,25.695,,,,
951,12/03/23 10:00:00 午後,25.695,,,,
952,12/03/23 11:00:00 午後,25.671,,,,
953,12/04/23 12:00:00 午前,25.671,,,,
954,12/04/23 01:00:00 午前,25.671,,,,
955,12/04/23 02:00:00 午前,25.671,,,,
956,12/04/23 03:00:00 午前,25.671,,,,
957,12/04/23 04:00:00 午前,25.671,,,,
958,12/04/23 05:00:00 午前,25.647,,,,
959,12/04/23 06:00:00 午前,25.671,,,,
960,12/04/23 07:00:00 午前,25.671,,,,
961,12/04/23 08:00:00 午前,25.695,,,,
962,12/04/23 09:00:00 午前,25.793,,,,
963,12/04/23 10:00:00 午前,25.841,,,,
964,12/04/23 11:00:00 午前,25.841,,,,
965,12/04/23 12:00:00 午後,25.817,,,,
966,12/04/23 01:00:00 午後,25.817,,,,
967,12/04/23 02:00:00 午後,25.817,,,,
968,12/04/23 03:00:00 午後,25.793,,,,
969,12/04/23 04:00:00 午後,25.768,,,,
970,12/04/23 05:00:00 午後,25.768,,,,
971,12/04/23 06:00:00 午後,25.768,,,,
972,12/04/23 07:00:00 午後,25.768,,,,
973,12/04/23 08:00:00 午後,25.768,,,,
974,12/04/23 09:00:00 午後,25.768,,,,
975,12/04/23 10:00:00 午後,25.914,,,,
976,12/04/23 11:00:00 午後,25.963,,,,
977,12/05/23 12:00:00 午前,25.963,,,,
978,12/05/23 01:00:00 午前,25.866,,,,
979,12/05/23 02:00:00 午前,25.89,,,,
980,12/05/23 03:00:00 午前,25.914,,,,
981,12/05/23 04:00:00 午前,25.914,,,,
982,12/05/23 05:00:00 午前,26.036,,,,
983,12/05/23 06:00:00 午前,26.134,,,,
984,12/05/23 07:00:00 午前,26.158,,,,
985,12/05/23 08:00:00 午前,26.182,,,,
986,12/05/23 09:00:00 午前,26.231,,,,
987,12/05/23 10:00:00 午前,26.256,,,,
988,12/05/23 11:00:00 午前,26.28,,,,
989,12/05/23 12:00:00 午後,26.28,,,,
990,12/05/23 01:00:00 午後,26.28,,,,
991,12/05/23 02:00:00 午後,26.304,,,,
992,12/05/23 03:00:00 午後,26.304,,,,
993,12/05/23 04:00:00 午後,26.256,,,,
994,12/05/23 05:00:00 午後,26.231,,,,
995,12/05/23 06:00:00 午後,26.182,,,,
996,12/05/23 07:00:00 午後,26.182,,,,
997,12/05/23 08:00:00 午後,26.182,,,,
998,12/05/23 09:00:00 午後,26.158,,,,
999,12/05/23 10:00:00 午後,26.109,,,,
1000,12/05/23 11:00:00 午後,26.061,,,,
1001,12/06/23 12:00:00 午前,26.036,,,,
1002,12/06/23 01:00:00 午前,25.987,,,,
1003,12/06/23 02:00:00 午前,25.963,,,,
1004,12/06/23 03:00:00 午前,25.987,,,,
1005,12/06/23 04:00:00 午前,25.963,,,,
1006,12/06/23 05:00:00 午前,25.914,,,,
1007,12/06/23 06:00:00 午前,25.963,,,,
1008,12/06/23 07:00:00 午前,25.987,,,,
1009,12/06/23 08:00:00 午前,25.987,,,,
1010,12/06/23 09:00:00 午前,26.012,,,,
1011,12/06/23 10:00:00 午前,26.012,,,,
1012,12/06/23 11:00:00 午前,26.061,,,,
1013,12/06/23 12:00:00 午後,26.061,,,,
1014,12/06/23 01:00:00 午後,26.036,,,,
1015,12/06/23 02:00:00 午後,26.061,,,,
1016,12/06/23 03:00:00 午後,26.061,,,,
1017,12/06/23 04:00:00 午後,25.987,,,,
1018,12/06/23 05:00:00 午後,26.012,,,,
1019,12/06/23 06:00:00 午後,25.987,,,,
1020,12/06/23 07:00:00 午後,25.987,,,,
1021,12/06/23 08:00:00 午後,26.012,,,,
1022,12/06/23 09:00:00 午後,25.987,,,,
1023,12/06/23 10:00:00 午後,26.012,,,,
1024,12/06/23 11:00:00 午後,25.987,,,,
1025,12/07/23 12:00:00 午前,25.963,,,,
1026,12/07/23 01:00:00 午前,25.939,,,,
1027,12/07/23 02:00:00 午前,25.89,,,,
1028,12/07/23 03:00:00 午前,25.866,,,,
1029,12/07/23 04:00:00 午前,25.866,,,,
1030,12/07/23 05:00:00 午前,25.866,,,,
1031,12/07/23 06:00:00 午前,25.841,,,,
1032,12/07/23 07:00:00 午前,25.817,,,,
1033,12/07/23 08:00:00 午前,25.793,,,,
1034,12/07/23 09:00:00 午前,25.817,,,,
1035,12/07/23 10:00:00 午前,25.841,,,,
1036,12/07/23 11:00:00 午前,25.866,,,,
1037,12/07/23 12:00:00 午後,25.914,,,,
1038,12/07/23 01:00:00 午後,25.939,,,,
1039,12/07/23 02:00:00 午後,25.939,,,,
1040,12/07/23 03:00:00 午後,25.939,,,,
1041,12/07/23 04:00:00 午後,25.89,,,,
1042,12/07/23 05:00:00 午後,25.841,,,,
1043,12/07/23 06:00:00 午後,25.768,,,,
1044,12/07/23 07:00:00 午後,25.768,,,,
1045,12/07/23 08:00:00 午後,25.817,,,,
1046,12/07/23 09:00:00 午後,25.817,,,,
1047,12/07/23 10:00:00 午後,25.817,,,,
1048,12/07/23 11:00:00 午後,25.793,,,,
1049,12/08/23 12:00:00 午前,25.768,,,,
1050,12/08/23 01:00:00 午前,25.744,,,,
1051,12/08/23 02:00:00 午前,25.72,,,,
1052,12/08/23 03:00:00 午前,25.574,,,,
1053,12/08/23 04:00:00 午前,25.477,,,,
1054,12/08/23 05:00:00 午前,25.21,,,,
1055,12/08/23 06:00:00 午前,25.404,,,,
1056,12/08/23 07:00:00 午前,25.574,,,,
1057,12/08/23 08:00:00 午前,25.671,,,,
1058,12/08/23 09:00:00 午前,25.768,,,,
1059,12/08/23 10:00:00 午前,25.914,,,,
1060,12/08/23 11:00:00 午前,25.987,,,,
1061,12/08/23 12:00:00 午後,26.061,,,,
1062,12/08/23 01:00:00 午後,26.061,,,,
1063,12/08/23 02:00:00 午後,26.061,,,,
1064,12/08/23 03:00:00 午後,26.036,,,,
1065,12/08/23 04:00:00 午後,26.061,,,,
1066,12/08/23 05:00:00 午後,26.012,,,,
1067,12/08/23 06:00:00 午後,26.012,,,,
1068,12/08/23 07:00:00 午後,25.963,,,,
1069,12/08/23 08:00:00 午後,25.963,,,,
1070,12/08/23 09:00:00 午後,25.914,,,,
1071,12/08/23 10:00:00 午後,25.89,,,,
1072,12/08/23 11:00:00 午後,25.866,,,,
1073,12/09/23 12:00:00 午前,25.866,,,,
1074,12/09/23 01:00:00 午前,25.841,,,,
1075,12/09/23 02:00:00 午前,25.841,,,,
1076,12/09/23 03:00:00 午前,25.744,,,,
1077,12/09/23 04:00:00 午前,25.283,,,,
1078,12/09/23 05:00:00 午前,25.331,,,,
1079,12/09/23 06:00:00 午前,25.501,,,,
1080,12/09/23 07:00:00 午前,25.817,,,,
1081,12/09/23 08:00:00 午前,25.987,,,,
1082,12/09/23 09:00:00 午前,26.036,,,,
1083,12/09/23 10:00:00 午前,25.963,,,,
1084,12/09/23 11:00:00 午前,26.134,,,,
1085,12/09/23 12:00:00 午後,26.182,,,,
1086,12/09/23 01:00:00 午後,26.207,,,,
1087,12/09/23 02:00:00 午後,26.256,,,,
1088,12/09/23 03:00:00 午後,26.207,,,,
1089,12/09/23 04:00:00 午後,26.158,,,,
1090,12/09/23 05:00:00 午後,26.134,,,,
1091,12/09/23 06:00:00 午後,25.987,,,,
1092,12/09/23 07:00:00 午後,25.866,,,,
1093,12/09/23 08:00:00 午後,25.914,,,,
1094,12/09/23 09:00:00 午後,25.866,,,,
1095,12/09/23 10:00:00 午後,25.89,,,,
