"プロット タイトル: 20054346_St56_20191209-"
"#","日付 時間, GMT+09:00","温度, °C (LGR S/N: 20054346, SEN S/N: 20054346)","カプラー取り外し (LGR S/N: 20054346)","カプラー取り付け (LGR S/N: 20054346)","ホスト接続 (LGR S/N: 20054346)","停止済み (LGR S/N: 20054346)","ファイルの終わり (LGR S/N: 20054346)"
10148,07/07/20 08:30:00 午後,29.840,,,,,
10149,07/07/20 09:00:00 午後,29.815,,,,,
10150,07/07/20 09:30:00 午後,29.765,,,,,
10151,07/07/20 10:00:00 午後,29.765,,,,,
10152,07/07/20 10:30:00 午後,29.765,,,,,
10153,07/07/20 11:00:00 午後,29.740,,,,,
10154,07/07/20 11:30:00 午後,29.740,,,,,
10155,07/08/20 12:00:00 午前,29.715,,,,,
10156,07/08/20 12:30:00 午前,29.665,,,,,
10157,07/08/20 01:00:00 午前,29.615,,,,,
10158,07/08/20 01:30:00 午前,29.590,,,,,
10159,07/08/20 02:00:00 午前,29.540,,,,,
10160,07/08/20 02:30:00 午前,29.515,,,,,
10161,07/08/20 03:00:00 午前,29.490,,,,,
10162,07/08/20 03:30:00 午前,29.464,,,,,
10163,07/08/20 04:00:00 午前,29.715,,,,,
10164,07/08/20 04:30:00 午前,29.740,,,,,
10165,07/08/20 05:00:00 午前,29.640,,,,,
10166,07/08/20 05:30:00 午前,29.565,,,,,
10167,07/08/20 06:00:00 午前,29.540,,,,,
10168,07/08/20 06:30:00 午前,29.640,,,,,
10169,07/08/20 07:00:00 午前,29.690,,,,,
10170,07/08/20 07:30:00 午前,29.765,,,,,
10171,07/08/20 08:00:00 午前,29.815,,,,,
10172,07/08/20 08:30:00 午前,29.840,,,,,
10173,07/08/20 09:00:00 午前,29.865,,,,,
10174,07/08/20 09:30:00 午前,29.865,,,,,
10175,07/08/20 10:00:00 午前,29.966,,,,,
10176,07/08/20 10:30:00 午前,29.966,,,,,
10177,07/08/20 11:00:00 午前,30.268,,,,,
10178,07/08/20 11:30:00 午前,30.369,,,,,
10179,07/08/20 12:00:00 午後,30.495,,,,,
10180,07/08/20 12:30:00 午後,30.596,,,,,
10181,07/08/20 01:00:00 午後,30.773,,,,,
10182,07/08/20 01:30:00 午後,30.849,,,,,
10183,07/08/20 02:00:00 午後,30.900,,,,,
10184,07/08/20 02:30:00 午後,30.976,,,,,
10185,07/08/20 03:00:00 午後,31.001,,,,,
10186,07/08/20 03:30:00 午後,30.950,,,,,
10187,07/08/20 04:00:00 午後,30.900,,,,,
10188,07/08/20 04:30:00 午後,30.849,,,,,
10189,07/08/20 05:00:00 午後,30.773,,,,,
10190,07/08/20 05:30:00 午後,30.697,,,,,
10191,07/08/20 06:00:00 午後,30.419,,,,,
10192,07/08/20 06:30:00 午後,30.117,,,,,
10193,07/08/20 07:00:00 午後,29.840,,,,,
10194,07/08/20 07:30:00 午後,29.715,,,,,
10195,07/08/20 08:00:00 午後,29.715,,,,,
10196,07/08/20 08:30:00 午後,29.740,,,,,
10197,07/08/20 09:00:00 午後,29.740,,,,,
10198,07/08/20 09:30:00 午後,29.740,,,,,
10199,07/08/20 10:00:00 午後,29.715,,,,,
10200,07/08/20 10:30:00 午後,29.715,,,,,
10201,07/08/20 11:00:00 午後,29.715,,,,,
10202,07/08/20 11:30:00 午後,29.715,,,,,
10203,07/09/20 12:00:00 午前,29.690,,,,,
10204,07/09/20 12:30:00 午前,29.665,,,,,
10205,07/09/20 01:00:00 午前,29.615,,,,,
10206,07/09/20 01:30:00 午前,29.590,,,,,
10207,07/09/20 02:00:00 午前,29.565,,,,,
10208,07/09/20 02:30:00 午前,29.540,,,,,
10209,07/09/20 03:00:00 午前,29.515,,,,,
10210,07/09/20 03:30:00 午前,29.464,,,,,
10211,07/09/20 04:00:00 午前,29.439,,,,,
10212,07/09/20 04:30:00 午前,29.389,,,,,
10213,07/09/20 05:00:00 午前,29.290,,,,,
10214,07/09/20 05:30:00 午前,29.365,,,,,
10215,07/09/20 06:00:00 午前,29.690,,,,,
10216,07/09/20 06:30:00 午前,29.740,,,,,
10217,07/09/20 07:00:00 午前,29.790,,,,,
10218,07/09/20 07:30:00 午前,29.815,,,,,
10219,07/09/20 08:00:00 午前,29.865,,,,,
10220,07/09/20 08:30:00 午前,29.916,,,,,
10221,07/09/20 09:00:00 午前,29.941,,,,,
10222,07/09/20 09:30:00 午前,29.966,,,,,
10223,07/09/20 10:00:00 午前,30.016,,,,,
10224,07/09/20 10:30:00 午前,30.192,,,,,
10225,07/09/20 11:00:00 午前,30.318,,,,,
10226,07/09/20 11:30:00 午前,30.545,,,,,
10227,07/09/20 12:00:00 午後,30.571,,,,,
10228,07/09/20 12:30:00 午後,30.469,,,,,
10229,07/09/20 01:00:00 午後,30.545,,,,,
10230,07/09/20 01:30:00 午後,30.672,,,,,
10231,07/09/20 02:00:00 午後,30.976,,,,,
10232,07/09/20 02:30:00 午後,31.153,,,,,
10233,07/09/20 03:00:00 午後,31.128,,,,,
10234,07/09/20 03:30:00 午後,31.382,,,,,
10235,07/09/20 04:00:00 午後,31.484,,,,,
10236,07/09/20 04:30:00 午後,31.331,,,,,
10237,07/09/20 05:00:00 午後,31.255,,,,,
10238,07/09/20 05:30:00 午後,31.230,,,,,
10239,07/09/20 06:00:00 午後,30.748,,,,,
10240,07/09/20 06:30:00 午後,30.192,,,,,
10241,07/09/20 07:00:00 午後,29.916,,,,,
10242,07/09/20 07:30:00 午後,29.790,,,,,
10243,07/09/20 08:00:00 午後,29.815,,,,,
10244,07/09/20 08:30:00 午後,29.715,,,,,
10245,07/09/20 09:00:00 午後,29.665,,,,,
10246,07/09/20 09:30:00 午後,29.665,,,,,
10247,07/09/20 10:00:00 午後,29.690,,,,,
10248,07/09/20 10:30:00 午後,29.665,,,,,
10249,07/09/20 11:00:00 午後,29.640,,,,,
10250,07/09/20 11:30:00 午後,29.640,,,,,
10251,07/10/20 12:00:00 午前,29.615,,,,,
10252,07/10/20 12:30:00 午前,29.590,,,,,
10253,07/10/20 01:00:00 午前,29.540,,,,,
10254,07/10/20 01:30:00 午前,29.464,,,,,
10255,07/10/20 02:00:00 午前,29.389,,,,,
10256,07/10/20 02:30:00 午前,29.389,,,,,
10257,07/10/20 03:00:00 午前,29.340,,,,,
10258,07/10/20 03:30:00 午前,29.315,,,,,
10259,07/10/20 04:00:00 午前,29.290,,,,,
10260,07/10/20 04:30:00 午前,29.265,,,,,
10261,07/10/20 05:00:00 午前,29.240,,,,,
10262,07/10/20 05:30:00 午前,29.290,,,,,
10263,07/10/20 06:00:00 午前,29.365,,,,,
10264,07/10/20 06:30:00 午前,29.389,,,,,
10265,07/10/20 07:00:00 午前,29.389,,,,,
10266,07/10/20 07:30:00 午前,29.439,,,,,
10267,07/10/20 08:00:00 午前,29.490,,,,,
10268,07/10/20 08:30:00 午前,29.540,,,,,
10269,07/10/20 09:00:00 午前,29.615,,,,,
10270,07/10/20 09:30:00 午前,29.715,,,,,
10271,07/10/20 10:00:00 午前,29.790,,,,,
10272,07/10/20 10:30:00 午前,29.916,,,,,
10273,07/10/20 11:00:00 午前,30.016,,,,,
10274,07/10/20 11:30:00 午前,30.318,,,,,
10275,07/10/20 12:00:00 午後,30.520,,,,,
10276,07/10/20 12:30:00 午後,30.520,,,,,
10277,07/10/20 01:00:00 午後,30.621,,,,,
10278,07/10/20 01:30:00 午後,30.469,,,,,
10279,07/10/20 02:00:00 午後,30.571,,,,,
10280,07/10/20 02:30:00 午後,30.773,,,,,
10281,07/10/20 03:00:00 午後,30.976,,,,,
10282,07/10/20 03:30:00 午後,31.230,,,,,
10283,07/10/20 04:00:00 午後,31.433,,,,,
10284,07/10/20 04:30:00 午後,31.510,,,,,
10285,07/10/20 05:00:00 午後,31.612,,,,,
10286,07/10/20 05:30:00 午後,31.612,,,,,
10287,07/10/20 06:00:00 午後,31.459,,,,,
10288,07/10/20 06:30:00 午後,31.281,,,,,
10289,07/10/20 07:00:00 午後,30.773,,,,,
10290,07/10/20 07:30:00 午後,30.243,,,,,
10291,07/10/20 08:00:00 午後,29.991,,,,,
10292,07/10/20 08:30:00 午後,29.840,,,,,
10293,07/10/20 09:00:00 午後,29.765,,,,,
10294,07/10/20 09:30:00 午後,29.715,,,,,
10295,07/10/20 10:00:00 午後,29.690,,,,,
10296,07/10/20 10:30:00 午後,29.690,,,,,
10297,07/10/20 11:00:00 午後,29.690,,,,,
10298,07/10/20 11:30:00 午後,29.690,,,,,
10299,07/11/20 12:00:00 午前,29.665,,,,,
10300,07/11/20 12:30:00 午前,29.665,,,,,
10301,07/11/20 01:00:00 午前,29.640,,,,,
10302,07/11/20 01:30:00 午前,29.615,,,,,
10303,07/11/20 02:00:00 午前,29.615,,,,,
10304,07/11/20 02:30:00 午前,29.565,,,,,
10305,07/11/20 03:00:00 午前,29.565,,,,,
10306,07/11/20 03:30:00 午前,29.515,,,,,
10307,07/11/20 04:00:00 午前,29.439,,,,,
10308,07/11/20 04:30:00 午前,29.414,,,,,
10309,07/11/20 05:00:00 午前,29.490,,,,,
10310,07/11/20 05:30:00 午前,29.540,,,,,
10311,07/11/20 06:00:00 午前,29.590,,,,,
10312,07/11/20 06:30:00 午前,29.640,,,,,
10313,07/11/20 07:00:00 午前,29.665,,,,,
10314,07/11/20 07:30:00 午前,29.640,,,,,
10315,07/11/20 08:00:00 午前,29.740,,,,,
10316,07/11/20 08:30:00 午前,29.890,,,,,
10317,07/11/20 09:00:00 午前,30.016,,,,,
10318,07/11/20 09:30:00 午前,30.091,,,,,
10319,07/11/20 10:00:00 午前,30.167,,,,,
10320,07/11/20 10:30:00 午前,30.369,,,,,
10321,07/11/20 11:00:00 午前,30.646,,,,,
10322,07/11/20 11:30:00 午前,30.722,,,,,
10323,07/11/20 12:00:00 午後,30.849,,,,,
10324,07/11/20 12:30:00 午後,30.900,,,,,
10325,07/11/20 01:00:00 午後,30.874,,,,,
10326,07/11/20 01:30:00 午後,31.179,,,,,
10327,07/11/20 02:00:00 午後,31.331,,,,,
10328,07/11/20 02:30:00 午後,31.281,,,,,
10329,07/11/20 03:00:00 午後,31.357,,,,,
10330,07/11/20 03:30:00 午後,31.408,,,,,
10331,07/11/20 04:00:00 午後,31.535,,,,,
10332,07/11/20 04:30:00 午後,31.637,,,,,
10333,07/11/20 05:00:00 午後,31.740,,,,,
10334,07/11/20 05:30:00 午後,31.740,,,,,
10335,07/11/20 06:00:00 午後,31.740,,,,,
10336,07/11/20 06:30:00 午後,31.663,,,,,
10337,07/11/20 07:00:00 午後,31.586,,,,,
10338,07/11/20 07:30:00 午後,31.484,,,,,
10339,07/11/20 08:00:00 午後,31.382,,,,,
10340,07/11/20 08:30:00 午後,31.306,,,,,
10341,07/11/20 09:00:00 午後,30.849,,,,,
10342,07/11/20 09:30:00 午後,30.369,,,,,
10343,07/11/20 10:00:00 午後,29.991,,,,,
10344,07/11/20 10:30:00 午後,29.941,,,,,
10345,07/11/20 11:00:00 午後,29.865,,,,,
10346,07/11/20 11:30:00 午後,29.840,,,,,
10347,07/12/20 12:00:00 午前,29.865,,,,,
10348,07/12/20 12:30:00 午前,29.840,,,,,
10349,07/12/20 01:00:00 午前,29.840,,,,,
10350,07/12/20 01:30:00 午前,29.815,,,,,
10351,07/12/20 02:00:00 午前,29.790,,,,,
10352,07/12/20 02:30:00 午前,29.740,,,,,
10353,07/12/20 03:00:00 午前,29.715,,,,,
10354,07/12/20 03:30:00 午前,29.690,,,,,
10355,07/12/20 04:00:00 午前,29.715,,,,,
10356,07/12/20 04:30:00 午前,29.740,,,,,
10357,07/12/20 05:00:00 午前,29.765,,,,,
10358,07/12/20 05:30:00 午前,29.690,,,,,
10359,07/12/20 06:00:00 午前,29.640,,,,,
10360,07/12/20 06:30:00 午前,29.590,,,,,
10361,07/12/20 07:00:00 午前,29.590,,,,,
10362,07/12/20 07:30:00 午前,29.590,,,,,
10363,07/12/20 08:00:00 午前,29.665,,,,,
10364,07/12/20 08:30:00 午前,29.740,,,,,
10365,07/12/20 09:00:00 午前,29.815,,,,,
10366,07/12/20 09:30:00 午前,29.991,,,,,
10367,07/12/20 10:00:00 午前,30.293,,,,,
10368,07/12/20 10:30:00 午前,30.621,,,,,
10369,07/12/20 11:00:00 午前,30.900,,,,,
10370,07/12/20 11:30:00 午前,30.950,,,,,
10371,07/12/20 12:00:00 午後,31.026,,,,,
10372,07/12/20 12:30:00 午後,31.128,,,,,
10373,07/12/20 01:00:00 午後,31.281,,,,,
10374,07/12/20 01:30:00 午後,31.382,,,,,
10375,07/12/20 02:00:00 午後,31.586,,,,,
10376,07/12/20 02:30:00 午後,31.663,,,,,
10377,07/12/20 03:00:00 午後,31.689,,,,,
10378,07/12/20 03:30:00 午後,31.765,,,,,
10379,07/12/20 04:00:00 午後,31.842,,,,,
10380,07/12/20 04:30:00 午後,31.944,,,,,
10381,07/12/20 05:00:00 午後,31.996,,,,,
10382,07/12/20 05:30:00 午後,32.021,,,,,
10383,07/12/20 06:00:00 午後,32.021,,,,,
10384,07/12/20 06:30:00 午後,32.021,,,,,
10385,07/12/20 07:00:00 午後,31.944,,,,,
10386,07/12/20 07:30:00 午後,31.893,,,,,
10387,07/12/20 08:00:00 午後,31.842,,,,,
10388,07/12/20 08:30:00 午後,31.791,,,,,
10389,07/12/20 09:00:00 午後,31.612,,,,,
10390,07/12/20 09:30:00 午後,31.510,,,,,
10391,07/12/20 10:00:00 午後,31.459,,,,,
10392,07/12/20 10:30:00 午後,31.255,,,,,
10393,07/12/20 11:00:00 午後,31.128,,,,,
10394,07/12/20 11:30:00 午後,30.950,,,,,
10395,07/13/20 12:00:00 午前,30.722,,,,,
10396,07/13/20 12:30:00 午前,30.646,,,,,
10397,07/13/20 01:00:00 午前,30.495,,,,,
10398,07/13/20 01:30:00 午前,30.394,,,,,
10399,07/13/20 02:00:00 午前,30.369,,,,,
10400,07/13/20 02:30:00 午前,30.369,,,,,
10401,07/13/20 03:00:00 午前,30.318,,,,,
10402,07/13/20 03:30:00 午前,30.268,,,,,
10403,07/13/20 04:00:00 午前,30.394,,,,,
10404,07/13/20 04:30:00 午前,30.469,,,,,
10405,07/13/20 05:00:00 午前,30.520,,,,,
10406,07/13/20 05:30:00 午前,30.469,,,,,
10407,07/13/20 06:00:00 午前,30.394,,,,,
10408,07/13/20 06:30:00 午前,30.343,,,,,
10409,07/13/20 07:00:00 午前,30.318,,,,,
10410,07/13/20 07:30:00 午前,30.318,,,,,
10411,07/13/20 08:00:00 午前,30.369,,,,,
10412,07/13/20 08:30:00 午前,30.469,,,,,
10413,07/13/20 09:00:00 午前,30.596,,,,,
10414,07/13/20 09:30:00 午前,30.748,,,,,
10415,07/13/20 10:00:00 午前,30.950,,,,,
10416,07/13/20 10:30:00 午前,31.103,,,,,
10417,07/13/20 11:00:00 午前,31.535,,,,,
10418,07/13/20 11:30:00 午前,31.535,,,,,
10419,07/13/20 12:00:00 午後,31.893,,,,,
10420,07/13/20 12:30:00 午後,31.791,,,,,
10421,07/13/20 01:00:00 午後,31.816,,,,,
10422,07/13/20 01:30:00 午後,31.996,,,,,
10423,07/13/20 02:00:00 午後,32.150,,,,,
10424,07/13/20 02:30:00 午後,32.201,,,,,
10425,07/13/20 03:00:00 午後,31.970,,,,,
10426,07/13/20 03:30:00 午後,32.073,,,,,
10427,07/13/20 04:00:00 午後,32.073,,,,,
10428,07/13/20 04:30:00 午後,32.227,,,,,
10429,07/13/20 05:00:00 午後,32.304,,,,,
10430,07/13/20 05:30:00 午後,32.253,,,,,
10431,07/13/20 06:00:00 午後,32.150,,,,,
10432,07/13/20 06:30:00 午後,32.098,,,,,
10433,07/13/20 07:00:00 午後,32.150,,,,,
10434,07/13/20 07:30:00 午後,32.124,,,,,
10435,07/13/20 08:00:00 午後,31.996,,,,,
10436,07/13/20 08:30:00 午後,31.944,,,,,
10437,07/13/20 09:00:00 午後,31.893,,,,,
10438,07/13/20 09:30:00 午後,31.740,,,,,
10439,07/13/20 10:00:00 午後,31.331,,,,,
10440,07/13/20 10:30:00 午後,31.204,,,,,
10441,07/13/20 11:00:00 午後,31.103,,,,,
10442,07/13/20 11:30:00 午後,31.052,,,,,
10443,07/14/20 12:00:00 午前,30.976,,,,,
10444,07/14/20 12:30:00 午前,30.824,,,,,
10445,07/14/20 01:00:00 午前,30.722,,,,,
10446,07/14/20 01:30:00 午前,30.621,,,,,
10447,07/14/20 02:00:00 午前,30.545,,,,,
10448,07/14/20 02:30:00 午前,30.469,,,,,
10449,07/14/20 03:00:00 午前,30.343,,,,,
10450,07/14/20 03:30:00 午前,30.318,,,,,
10451,07/14/20 04:00:00 午前,30.293,,,,,
10452,07/14/20 04:30:00 午前,30.419,,,,,
10453,07/14/20 05:00:00 午前,30.343,,,,,
10454,07/14/20 05:30:00 午前,30.293,,,,,
10455,07/14/20 06:00:00 午前,30.268,,,,,
10456,07/14/20 06:30:00 午前,30.243,,,,,
10457,07/14/20 07:00:00 午前,30.217,,,,,
10458,07/14/20 07:30:00 午前,30.192,,,,,
10459,07/14/20 08:00:00 午前,30.444,,,,,
10460,07/14/20 08:30:00 午前,30.798,,,,,
10461,07/14/20 09:00:00 午前,31.026,,,,,
10462,07/14/20 09:30:00 午前,31.153,,,,,
10463,07/14/20 10:00:00 午前,31.179,,,,,
10464,07/14/20 10:30:00 午前,31.103,,,,,
10465,07/14/20 11:00:00 午前,31.077,,,,,
10466,07/14/20 11:30:00 午前,31.230,,,,,
10467,07/14/20 12:00:00 午後,31.357,,,,,
10468,07/14/20 12:30:00 午後,31.408,,,,,
10469,07/14/20 01:00:00 午後,31.382,,,,,
10470,07/14/20 01:30:00 午後,31.331,,,,,
10471,07/14/20 02:00:00 午後,31.382,,,,,
10472,07/14/20 02:30:00 午後,31.408,,,,,
10473,07/14/20 03:00:00 午後,31.281,,,,,
10474,07/14/20 03:30:00 午後,31.230,,,,,
10475,07/14/20 04:00:00 午後,31.561,,,,,
10476,07/14/20 04:30:00 午後,31.791,,,,,
10477,07/14/20 05:00:00 午後,31.637,,,,,
10478,07/14/20 05:30:00 午後,31.586,,,,,
10479,07/14/20 06:00:00 午後,31.510,,,,,
10480,07/14/20 06:30:00 午後,31.281,,,,,
10481,07/14/20 07:00:00 午後,31.204,,,,,
10482,07/14/20 07:30:00 午後,31.103,,,,,
10483,07/14/20 08:00:00 午後,30.976,,,,,
10484,07/14/20 08:30:00 午後,31.026,,,,,
10485,07/14/20 09:00:00 午後,30.950,,,,,
10486,07/14/20 09:30:00 午後,31.052,,,,,
10487,07/14/20 10:00:00 午後,31.281,,,,,
10488,07/14/20 10:30:00 午後,31.281,,,,,
10489,07/14/20 11:00:00 午後,30.950,,,,,
10490,07/14/20 11:30:00 午後,30.596,,,,,
10491,07/15/20 12:00:00 午前,30.268,,,,,
10492,07/15/20 12:30:00 午前,30.142,,,,,
10493,07/15/20 01:00:00 午前,30.142,,,,,
10494,07/15/20 01:30:00 午前,30.142,,,,,
10495,07/15/20 02:00:00 午前,30.117,,,,,
10496,07/15/20 02:30:00 午前,30.117,,,,,
10497,07/15/20 03:00:00 午前,30.091,,,,,
10498,07/15/20 03:30:00 午前,30.091,,,,,
10499,07/15/20 04:00:00 午前,30.066,,,,,
10500,07/15/20 04:30:00 午前,29.991,,,,,
10501,07/15/20 05:00:00 午前,29.966,,,,,
10502,07/15/20 05:30:00 午前,29.916,,,,,
10503,07/15/20 06:00:00 午前,30.041,,,,,
10504,07/15/20 06:30:00 午前,30.142,,,,,
10505,07/15/20 07:00:00 午前,30.066,,,,,
10506,07/15/20 07:30:00 午前,30.192,,,,,
10507,07/15/20 08:00:00 午前,30.318,,,,,
10508,07/15/20 08:30:00 午前,30.520,,,,,
10509,07/15/20 09:00:00 午前,30.646,,,,,
10510,07/15/20 09:30:00 午前,30.773,,,,,
10511,07/15/20 10:00:00 午前,30.824,,,,,
10512,07/15/20 10:30:00 午前,30.824,,,,,
10513,07/15/20 11:00:00 午前,30.976,,,,,
10514,07/15/20 11:30:00 午前,31.103,,,,,
10515,07/15/20 12:00:00 午後,31.153,,,,,
10516,07/15/20 12:30:00 午後,31.128,,,,,
10517,07/15/20 01:00:00 午後,31.077,,,,,
10518,07/15/20 01:30:00 午後,31.179,,,,,
10519,07/15/20 02:00:00 午後,31.128,,,,,
10520,07/15/20 02:30:00 午後,31.230,,,,,
10521,07/15/20 03:00:00 午後,31.153,,,,,
10522,07/15/20 03:30:00 午後,31.026,,,,,
10523,07/15/20 04:00:00 午後,30.874,,,,,
10524,07/15/20 04:30:00 午後,30.722,,,,,
10525,07/15/20 05:00:00 午後,30.621,,,,,
10526,07/15/20 05:30:00 午後,30.545,,,,,
10527,07/15/20 06:00:00 午後,30.697,,,,,
10528,07/15/20 06:30:00 午後,30.672,,,,,
10529,07/15/20 07:00:00 午後,30.672,,,,,
10530,07/15/20 07:30:00 午後,31.001,,,,,
10531,07/15/20 08:00:00 午後,31.026,,,,,
10532,07/15/20 08:30:00 午後,30.950,,,,,
10533,07/15/20 09:00:00 午後,30.748,,,,,
10534,07/15/20 09:30:00 午後,30.369,,,,,
10535,07/15/20 10:00:00 午後,29.991,,,,,
10536,07/15/20 10:30:00 午後,29.790,,,,,
10537,07/15/20 11:00:00 午後,29.916,,,,,
10538,07/15/20 11:30:00 午後,29.941,,,,,
10539,07/16/20 12:00:00 午前,30.066,,,,,
10540,07/16/20 12:30:00 午前,30.041,,,,,
10541,07/16/20 01:00:00 午前,29.941,,,,,
10542,07/16/20 01:30:00 午前,29.941,,,,,
10543,07/16/20 02:00:00 午前,29.941,,,,,
10544,07/16/20 02:30:00 午前,29.941,,,,,
10545,07/16/20 03:00:00 午前,29.966,,,,,
10546,07/16/20 03:30:00 午前,29.966,,,,,
10547,07/16/20 04:00:00 午前,29.941,,,,,
10548,07/16/20 04:30:00 午前,29.890,,,,,
10549,07/16/20 05:00:00 午前,29.840,,,,,
10550,07/16/20 05:30:00 午前,29.790,,,,,
10551,07/16/20 06:00:00 午前,29.715,,,,,
10552,07/16/20 06:30:00 午前,29.665,,,,,
10553,07/16/20 07:00:00 午前,29.615,,,,,
10554,07/16/20 07:30:00 午前,29.590,,,,,
10555,07/16/20 08:00:00 午前,29.540,,,,,
10556,07/16/20 08:30:00 午前,29.665,,,,,
10557,07/16/20 09:00:00 午前,29.840,,,,,
10558,07/16/20 09:30:00 午前,29.966,,,,,
10559,07/16/20 10:00:00 午前,30.142,,,,,
10560,07/16/20 10:30:00 午前,30.318,,,,,
10561,07/16/20 11:00:00 午前,30.672,,,,,
10562,07/16/20 11:30:00 午前,30.849,,,,,
10563,07/16/20 12:00:00 午後,30.976,,,,,
10564,07/16/20 12:30:00 午後,30.925,,,,,
10565,07/16/20 01:00:00 午後,30.798,,,,,
10566,07/16/20 01:30:00 午後,30.773,,,,,
10567,07/16/20 02:00:00 午後,30.722,,,,,
10568,07/16/20 02:30:00 午後,30.621,,,,,
10569,07/16/20 03:00:00 午後,30.646,,,,,
10570,07/16/20 03:30:00 午後,30.621,,,,,
10571,07/16/20 04:00:00 午後,30.545,,,,,
10572,07/16/20 04:30:00 午後,30.545,,,,,
10573,07/16/20 05:00:00 午後,30.469,,,,,
10574,07/16/20 05:30:00 午後,30.369,,,,,
10575,07/16/20 06:00:00 午後,30.318,,,,,
10576,07/16/20 06:30:00 午後,30.268,,,,,
10577,07/16/20 07:00:00 午後,30.217,,,,,
10578,07/16/20 07:30:00 午後,30.167,,,,,
10579,07/16/20 08:00:00 午後,30.117,,,,,
10580,07/16/20 08:30:00 午後,30.117,,,,,
10581,07/16/20 09:00:00 午後,30.142,,,,,
10582,07/16/20 09:30:00 午後,30.041,,,,,
10583,07/16/20 10:00:00 午後,29.916,,,,,
10584,07/16/20 10:30:00 午後,29.865,,,,,
10585,07/16/20 11:00:00 午後,29.941,,,,,
10586,07/16/20 11:30:00 午後,29.991,,,,,
10587,07/17/20 12:00:00 午前,29.966,,,,,
10588,07/17/20 12:30:00 午前,29.941,,,,,
10589,07/17/20 01:00:00 午前,29.966,,,,,
10590,07/17/20 01:30:00 午前,29.966,,,,,
10591,07/17/20 02:00:00 午前,29.916,,,,,
10592,07/17/20 02:30:00 午前,29.941,,,,,
10593,07/17/20 03:00:00 午前,29.941,,,,,
10594,07/17/20 03:30:00 午前,29.941,,,,,
10595,07/17/20 04:00:00 午前,29.941,,,,,
10596,07/17/20 04:30:00 午前,29.966,,,,,
10597,07/17/20 05:00:00 午前,29.941,,,,,
10598,07/17/20 05:30:00 午前,29.941,,,,,
10599,07/17/20 06:00:00 午前,29.865,,,,,
10600,07/17/20 06:30:00 午前,29.815,,,,,
10601,07/17/20 07:00:00 午前,29.765,,,,,
10602,07/17/20 07:30:00 午前,29.665,,,,,
10603,07/17/20 08:00:00 午前,29.615,,,,,
10604,07/17/20 08:30:00 午前,29.640,,,,,
10605,07/17/20 09:00:00 午前,29.640,,,,,
10606,07/17/20 09:30:00 午前,29.640,,,,,
10607,07/17/20 10:00:00 午前,29.565,,,,,
10608,07/17/20 10:30:00 午前,29.565,,,,,
10609,07/17/20 11:00:00 午前,29.515,,,,,
10610,07/17/20 11:30:00 午前,29.640,,,,,
10611,07/17/20 12:00:00 午後,29.740,,,,,
10612,07/17/20 12:30:00 午後,29.740,,,,,
10613,07/17/20 01:00:00 午後,29.715,,,,,
10614,07/17/20 01:30:00 午後,29.640,,,,,
10615,07/17/20 02:00:00 午後,29.615,,,,,
10616,07/17/20 02:30:00 午後,29.439,,,,,
10617,07/17/20 03:00:00 午後,29.414,,,,,
10618,07/17/20 03:30:00 午後,29.389,,,,,
10619,07/17/20 04:00:00 午後,29.464,,,,,
10620,07/17/20 04:30:00 午後,29.665,,,,,
10621,07/17/20 05:00:00 午後,29.790,,,,,
10622,07/17/20 05:30:00 午後,29.890,,,,,
10623,07/17/20 06:00:00 午後,29.941,,,,,
10624,07/17/20 06:30:00 午後,29.941,,,,,
10625,07/17/20 07:00:00 午後,29.941,,,,,
10626,07/17/20 07:30:00 午後,29.916,,,,,
10627,07/17/20 08:00:00 午後,29.865,,,,,
10628,07/17/20 08:30:00 午後,29.865,,,,,
10629,07/17/20 09:00:00 午後,29.815,,,,,
10630,07/17/20 09:30:00 午後,29.765,,,,,
10631,07/17/20 10:00:00 午後,29.715,,,,,
10632,07/17/20 10:30:00 午後,29.640,,,,,
10633,07/17/20 11:00:00 午後,29.565,,,,,
10634,07/17/20 11:30:00 午後,29.515,,,,,
10635,07/18/20 12:00:00 午前,29.464,,,,,
10636,07/18/20 12:30:00 午前,29.414,,,,,
10637,07/18/20 01:00:00 午前,29.315,,,,,
10638,07/18/20 01:30:00 午前,29.265,,,,,
10639,07/18/20 02:00:00 午前,29.215,,,,,
10640,07/18/20 02:30:00 午前,29.414,,,,,
10641,07/18/20 03:00:00 午前,29.590,,,,,
10642,07/18/20 03:30:00 午前,29.765,,,,,
10643,07/18/20 04:00:00 午前,29.840,,,,,
10644,07/18/20 04:30:00 午前,29.865,,,,,
10645,07/18/20 05:00:00 午前,29.890,,,,,
10646,07/18/20 05:30:00 午前,29.890,,,,,
10647,07/18/20 06:00:00 午前,29.890,,,,,
10648,07/18/20 06:30:00 午前,29.865,,,,,
10649,07/18/20 07:00:00 午前,29.865,,,,,
10650,07/18/20 07:30:00 午前,29.840,,,,,
10651,07/18/20 08:00:00 午前,29.790,,,,,
10652,07/18/20 08:30:00 午前,29.515,,,,,
10653,07/18/20 09:00:00 午前,29.414,,,,,
10654,07/18/20 09:30:00 午前,29.414,,,,,
10655,07/18/20 10:00:00 午前,29.565,,,,,
10656,07/18/20 10:30:00 午前,29.890,,,,,
10657,07/18/20 11:00:00 午前,30.343,,,,,
10658,07/18/20 11:30:00 午前,30.621,,,,,
